chr physpos 0 mCentral nCentral mEastern nEastern mNigeria nNigeria
23 685227 0.00657818 0 36 2 38 7 20
23 685289 0.00657877 14 36 0 38 1 20
23 685836 0.00658403 0 36 2 38 7 20
23 685903 0.00658467 14 36 0 38 1 20
23 685928 0.00658491 36 36 36 38 13 20
23 686470 0.00659011 0 36 0 38 1 20
23 686911 0.00659435 22 36 36 38 12 20
23 687497 0.00659997 2 36 7 38 8 20
23 687521 0.0066002 14 36 22 38 3 20
23 687689 0.00660181 0 36 2 38 7 20
23 688296 0.00660764 0 36 0 38 1 20
23 688952 0.00661394 2 36 7 38 8 20
23 689578 0.00661995 2 36 7 38 8 20
23 691093 0.00663449 0 36 0 38 3 20
23 691143 0.00663497 2 36 0 38 1 20
23 692096 0.00664412 0 36 0 38 3 20
23 692220 0.00664531 0 36 0 38 3 20
23 692938 0.0066522 34 36 31 38 12 20
23 692959 0.00665241 0 36 0 38 3 20
23 693028 0.00665307 0 36 0 38 3 20
23 693590 0.00665846 0 36 0 38 3 20
23 693852 0.00666098 8 36 3 38 6 20
23 694013 0.00666252 31 36 28 38 7 20
23 694622 0.00666837 0 36 0 38 4 20
23 694753 0.00666963 31 36 28 38 7 20
23 695085 0.00667282 0 36 0 38 1 20
23 695504 0.00667684 0 36 0 38 1 20
23 695702 0.00667874 2 36 7 38 8 20
23 696066 0.00668223 0 36 0 38 1 20
23 696126 0.00668281 0 36 0 38 3 20
23 696600 0.00668736 10 36 3 38 5 20
23 696707 0.00668839 10 36 3 38 5 20
23 696730 0.00668861 24 36 28 38 4 20
23 697045 0.00669163 0 36 0 38 3 20
23 697138 0.00669252 2 36 7 38 8 20
23 697143 0.00669257 31 36 30 38 11 20
23 697269 0.00669378 2 36 7 38 8 20
23 697372 0.00669477 0 36 0 38 4 20
23 697393 0.00669497 1 36 0 38 4 20
23 697546 0.00669644 0 36 0 38 3 20
23 697650 0.00669744 3 36 1 38 1 20
23 698216 0.00670287 0 36 0 38 4 20
23 698682 0.00670735 5 36 8 38 12 20
23 699666 0.00671679 5 36 8 38 9 20
23 699717 0.00671728 2 36 7 38 8 20
23 699799 0.00671807 1 36 0 38 4 20
23 699952 0.00671954 2 36 7 38 8 20
23 700258 0.00672248 5 36 8 38 9 20
23 701069 0.00673026 0 36 0 38 1 20
23 701571 0.00673508 6 36 0 38 2 20
23 701678 0.00673611 4 36 2 38 8 20
23 702010 0.0067393 32 36 36 38 12 20
23 702643 0.00674537 3 36 1 38 1 20
23 703205 0.00675077 30 36 37 38 15 20
23 703356 0.00675222 0 36 0 38 1 20
23 703573 0.0067543 0 36 0 38 1 20
23 703609 0.00675465 33 36 37 38 16 20
23 704256 0.00676086 4 36 2 38 5 20
23 704866 0.00676671 0 36 0 38 1 20
23 705234 0.00677025 0 36 7 38 4 20
23 705314 0.00677101 31 36 36 38 8 20
23 706503 0.00678243 4 36 0 38 1 20
23 707166 0.00678879 27 36 24 38 8 20
23 707355 0.00679061 4 36 0 38 3 20
23 707628 0.00679323 0 36 0 38 4 20
23 708296 0.00679964 0 36 2 38 3 20
23 708962 0.00680604 1 36 2 38 10 20
23 709016 0.00680655 9 36 0 38 3 20
23 709388 0.00681012 3 36 2 38 3 20
23 709727 0.00681338 0 36 0 38 1 20
23 709790 0.00681398 0 36 0 38 1 20
23 709846 0.00681452 0 36 2 38 10 20
23 709898 0.00681502 3 36 0 38 1 20
23 710319 0.00681906 36 36 30 38 16 20
23 710868 0.00682433 29 36 28 38 6 20
23 711253 0.00682803 36 36 30 38 16 20
23 711286 0.00682835 0 36 8 38 4 20
23 711870 0.00683395 0 36 2 38 3 20
23 712376 0.00683881 36 36 28 38 6 20
23 712552 0.0068405 0 36 0 38 1 20
23 713007 0.00684487 0 36 7 38 4 20
23 713190 0.00684662 29 36 28 38 6 20
23 713265 0.00684734 29 36 28 38 6 20
23 713322 0.00684789 36 36 29 38 6 20
23 713525 0.00684984 0 36 8 38 4 20
23 713750 0.006852 36 36 29 38 6 20
23 713838 0.00685284 36 36 30 38 16 20
23 713852 0.00685298 0 36 0 38 1 20
23 713932 0.00685375 36 36 30 38 16 20
23 714298 0.00685726 0 36 0 38 5 20
23 714991 0.00686391 23 36 13 38 5 20
23 715515 0.00686894 0 36 0 38 1 20
23 715598 0.00686974 1 36 0 38 1 20
23 715679 0.00687052 0 36 9 38 4 20
23 715989 0.00687349 0 36 0 38 1 20
23 716313 0.0068766 0 36 9 38 4 20
23 716924 0.00688247 36 36 36 38 16 20
23 716925 0.00688248 0 36 2 38 4 20
23 717055 0.00688373 0 36 0 38 4 20
23 717914 0.00689197 36 36 34 38 15 20
23 718349 0.00689615 0 36 0 38 1 20
23 718511 0.00689771 0 36 0 38 2 20
23 718865 0.0069011 4 36 9 38 10 20
23 718939 0.00690181 1 36 0 38 1 20
23 718953 0.00690195 25 36 27 38 5 20
23 720661 0.00691835 4 36 11 38 13 20
23 720906 0.0069207 4 36 11 38 13 20
23 721661 0.00692795 2 36 2 38 4 20
23 721765 0.00692894 31 36 33 38 10 20
23 722082 0.00693199 5 36 4 38 12 20
23 722565 0.00693662 5 36 4 38 12 20
23 722807 0.00693895 0 36 0 38 1 20
23 722854 0.0069394 0 36 0 38 1 20
23 722949 0.00694031 3 36 3 38 7 20
23 722969 0.0069405 5 36 4 38 12 20
23 723661 0.00694715 5 36 4 38 12 20
23 723795 0.00694843 0 36 0 38 1 20
23 723805 0.00694853 0 36 0 38 1 20
23 724138 0.00695172 23 36 31 38 8 20
23 724177 0.0069521 23 36 31 38 8 20
23 724435 0.00695458 33 36 38 38 16 20
23 724540 0.00695558 33 36 38 38 16 20
23 724877 0.00695882 0 36 0 38 1 20
23 725228 0.00696219 0 36 0 38 2 20
23 725705 0.00696677 0 36 3 38 4 20
23 725916 0.00696879 0 36 0 38 2 20
23 726576 0.00697513 23 36 32 38 10 20
23 726868 0.00697793 0 36 0 38 1 20
23 726946 0.00697868 0 36 0 38 2 20
23 727596 0.00698492 0 36 0 38 1 20
23 727734 0.00698625 12 36 6 38 3 20
23 727941 0.00698823 3 36 3 38 6 20
23 728593 0.00699449 6 36 0 38 1 20
23 728664 0.00699517 23 36 32 38 8 20
23 728763 0.00699612 1 36 0 38 5 20
23 728858 0.00699704 10 36 3 38 10 20
23 729035 0.00699874 10 36 3 38 10 20
23 729152 0.00699986 0 36 0 38 2 20
23 730314 0.00701101 0 36 0 38 1 20
23 730576 0.00701353 2 36 3 38 4 20
23 730739 0.00701509 0 36 0 38 4 20
23 731458 0.007022 12 36 6 38 3 20
23 731713 0.00702444 0 36 0 38 2 20
23 732197 0.00702909 0 36 0 38 1 20
23 732320 0.00703027 2 36 0 38 1 20
23 732453 0.00703155 0 36 0 38 2 20
23 734441 0.00705063 3 36 4 38 10 20
23 734538 0.00705156 0 36 0 38 3 20
23 734657 0.00705271 21 36 26 38 8 20
23 735316 0.00705903 0 36 0 38 2 20
23 736389 0.00706933 0 36 0 38 2 20
23 736621 0.00707156 0 36 0 38 2 20
23 737162 0.00707676 0 36 0 38 4 20
23 737904 0.00708388 0 36 0 38 1 20
23 738941 0.00709383 27 36 32 38 10 20
23 739303 0.00709731 0 36 0 38 2 20
23 739451 0.00709873 0 36 0 38 1 20
23 740017 0.00710416 0 36 0 38 2 20
23 740163 0.00710556 5 36 0 38 1 20
23 740906 0.0071127 0 36 0 38 1 20
23 741743 0.00712073 0 36 0 38 1 20
23 742277 0.00712586 0 36 0 38 1 20
23 742418 0.00712721 0 36 1 38 16 20
23 742496 0.00712796 5 36 10 38 2 20
23 743304 0.00713572 0 36 0 38 7 20
23 743874 0.00714119 3 36 5 38 2 20
23 743938 0.0071418 28 36 32 38 2 20
23 744025 0.00714264 10 36 2 38 1 20
23 744617 0.00714832 4 36 0 38 1 20
23 744618 0.00714833 0 36 0 38 1 20
23 744695 0.00714907 0 36 0 38 1 20
23 745880 0.00716045 2 36 0 38 2 20
23 746875 0.00717 0 36 0 38 5 20
23 747475 0.00717576 0 36 0 38 1 20
23 747548 0.00717646 0 36 0 38 5 20
23 748423 0.00718486 0 36 0 38 1 20
23 748616 0.00718671 32 36 38 38 4 20
23 748656 0.0071871 3 36 0 38 3 20
23 748713 0.00718764 19 36 36 38 4 20
23 749820 0.00719827 1 36 0 38 1 20
23 749907 0.00719911 36 36 38 38 4 20
23 751463 0.00721404 0 36 0 38 5 20
23 751944 0.00721866 0 36 0 38 1 20
23 753225 0.00723096 0 36 0 38 5 20
23 754016 0.00723855 0 36 0 38 1 20
23 754176 0.00724009 0 36 0 38 17 20
23 754185 0.00724018 0 36 0 38 1 20
23 755067 0.00724864 0 36 0 38 1 20
23 755684 0.00725457 0 36 0 38 1 20
23 756038 0.00725796 0 36 0 38 16 20
23 756873 0.00726598 3 36 0 38 2 20
23 756879 0.00726604 1 36 3 38 1 20
23 758027 0.00727706 0 36 0 38 15 20
23 758049 0.00727727 36 36 36 38 5 20
23 758390 0.00728054 31 36 22 38 4 20
23 758922 0.00728565 36 36 36 38 4 20
23 759046 0.00728684 0 36 0 38 2 20
23 759763 0.00729372 0 36 0 38 15 20
23 759956 0.00729558 0 36 0 38 1 20
23 760280 0.00729869 0 36 0 38 1 20
23 760649 0.00730223 0 36 0 38 15 20
23 762805 0.00732293 35 36 36 38 4 20
23 762814 0.00732301 1 36 0 38 1 20
23 762929 0.00732412 2 36 0 38 2 20
23 763552 0.0073301 0 36 0 38 2 20
23 763917 0.0073336 0 36 0 38 1 20
23 763953 0.00733395 7 36 2 38 16 20
23 764104 0.0073354 0 36 0 38 2 20
23 764170 0.00733603 29 36 36 38 4 20
23 764329 0.00733756 28 36 32 38 4 20
23 765389 0.00734773 6 36 0 38 1 20
23 765619 0.00734994 3 36 0 38 2 20
23 765746 0.00735116 0 36 0 38 1 20
23 765917 0.0073528 0 36 0 38 14 20
23 765963 0.00735324 0 36 0 38 1 20
23 766235 0.00735586 0 36 0 38 1 20
23 767028 0.00736347 9 36 2 38 17 20
23 768112 0.00737388 29 36 36 38 3 20
23 768327 0.00737594 3 36 0 38 2 20
23 768904 0.00738148 1 36 1 38 1 20
23 769424 0.00738647 0 36 0 38 2 20
23 769449 0.00738671 32 36 36 38 13 20
23 769589 0.00738805 4 36 0 38 1 20
23 769851 0.00739057 0 36 0 38 6 20
23 770217 0.00739408 29 36 36 38 14 20
23 770772 0.00739941 29 36 28 38 14 20
23 770803 0.00739971 29 36 36 38 14 20
23 770870 0.00740035 29 36 28 38 14 20
23 770927 0.0074009 29 36 36 38 14 20
23 771455 0.00740597 0 36 2 38 5 20
23 771506 0.00740646 0 36 2 38 5 20
23 771813 0.0074094 3 36 0 38 2 20
23 771869 0.00740994 29 36 36 38 14 20
23 771946 0.00741068 28 36 36 38 14 20
23 772164 0.00741277 28 36 36 38 14 20
23 772438 0.0074154 0 36 0 38 1 20
23 772660 0.00741754 5 36 3 38 7 20
23 773558 0.00742616 0 36 0 38 1 20
23 773560 0.00742618 0 36 0 38 1 20
23 774020 0.00743059 4 36 0 38 2 20
23 774371 0.00743396 0 36 0 38 4 20
23 774731 0.00743742 27 36 30 38 14 20
23 775372 0.00744357 32 36 30 38 14 20
23 776197 0.00745149 3 36 0 38 6 20
23 776479 0.0074542 27 36 30 38 14 20
23 777859 0.00746745 2 36 1 38 1 20
23 778005 0.00746885 35 36 38 38 14 20
23 778601 0.00747457 28 36 30 38 14 20
23 779257 0.00748087 35 36 38 38 14 20
23 780335 0.00749122 0 36 0 38 4 20
23 781158 0.00749912 0 36 0 38 1 20
23 781500 0.0075024 0 36 0 38 1 20
23 782179 0.00750892 0 36 0 38 1 20
23 782563 0.0075126 0 36 0 38 1 20
23 782646 0.0075134 0 36 0 38 1 20
23 782896 0.0075158 0 36 0 38 6 20
23 783263 0.00751932 0 36 0 38 3 20
23 783607 0.00752263 0 36 0 38 11 20
23 783739 0.00752389 0 36 0 38 7 20
23 784323 0.0075295 0 36 0 38 1 20
23 784451 0.00753073 0 36 0 38 8 20
23 784932 0.00753535 1 36 0 38 1 20
23 784964 0.00753565 2 36 4 38 8 20
23 785901 0.00754465 0 36 0 38 1 20
23 786898 0.00755422 9 36 3 38 1 20
23 787270 0.00755779 26 36 30 38 11 20
23 787717 0.00756208 29 36 35 38 19 20
23 788631 0.00757086 0 36 0 38 5 20
23 789286 0.00757715 7 36 5 38 1 20
23 789683 0.00758096 5 36 1 38 1 20
23 791954 0.00760276 0 36 0 38 11 20
23 792543 0.00760841 0 36 0 38 3 20
23 793117 0.00761392 1 36 0 38 4 20
23 793743 0.00761993 21 36 32 38 15 20
23 793823 0.0076207 0 36 0 38 4 20
23 795859 0.00764025 1 36 0 38 1 20
23 796002 0.00764162 8 36 2 38 9 20
23 796072 0.00764229 0 36 0 38 4 20
23 796165 0.00764318 3 36 0 38 9 20
23 796622 0.00764757 0 36 0 38 3 20
23 796697 0.00764829 28 36 35 38 11 20
23 796775 0.00764904 1 36 2 38 1 20
23 797388 0.00765492 5 36 1 38 1 20
23 797435 0.00765538 0 36 0 38 3 20
23 797698 0.0076579 2 36 2 38 8 20
23 798296 0.00766364 30 36 34 38 11 20
23 798514 0.00766573 11 36 5 38 10 20
23 798768 0.00766817 1 36 2 38 1 20
23 798813 0.0076686 2 36 2 38 8 20
23 798968 0.00767009 25 36 33 38 10 20
23 799090 0.00767126 25 36 33 38 10 20
23 799259 0.00767289 2 36 2 38 8 20
23 799265 0.00767294 17 36 32 38 10 20
23 799449 0.00767471 11 36 5 38 10 20
23 799599 0.00767615 29 36 35 38 11 20
23 799687 0.007677 4 36 2 38 1 20
23 799802 0.0076781 29 36 35 38 11 20
23 800401 0.00768385 0 36 0 38 4 20
23 800592 0.00768568 2 36 2 38 8 20
23 800929 0.00768892 0 36 0 38 1 20
23 801221 0.00769172 0 36 0 38 1 20
23 801726 0.00769657 6 36 2 38 1 20
23 802140 0.00770054 16 36 30 38 10 20
23 802587 0.00770484 7 36 3 38 1 20
23 802844 0.0077073 20 36 32 38 11 20
23 803148 0.00771022 29 36 34 38 19 20
23 803181 0.00771054 29 36 34 38 19 20
23 803566 0.00771423 7 36 4 38 1 20
23 803744 0.00771594 29 36 34 38 19 20
23 803879 0.00771724 3 36 2 38 1 20
23 804098 0.00771934 28 36 30 38 11 20
23 804482 0.00772303 8 36 8 38 9 20
23 804516 0.00772335 3 36 2 38 1 20
23 804758 0.00772568 0 36 1 38 1 20
23 805132 0.00772927 0 36 2 38 3 20
23 805395 0.00773179 0 36 0 38 9 20
23 805471 0.00773252 0 36 2 38 3 20
23 805531 0.0077331 1 36 2 38 7 20
23 805685 0.00773458 28 36 31 38 11 20
23 805809 0.00773577 1 36 2 38 7 20
23 805847 0.00773613 8 36 7 38 9 20
23 805986 0.00773747 28 36 31 38 11 20
23 806087 0.00773844 8 36 7 38 9 20
23 806527 0.00774266 18 36 30 38 10 20
23 806645 0.00774379 0 36 0 38 1 20
23 806695 0.00774427 0 36 0 38 9 20
23 806904 0.00774628 0 36 0 38 4 20
23 806960 0.00774682 0 36 2 38 7 20
23 806980 0.00774701 8 36 7 38 9 20
23 807042 0.0077476 0 36 0 38 4 20
23 807484 0.00775185 29 36 33 38 12 20
23 807972 0.00775653 0 36 0 38 1 20
23 808347 0.00776013 0 36 2 38 7 20
23 808576 0.00776233 4 36 4 38 8 20
23 809163 0.00776796 3 36 2 38 1 20
23 809327 0.00776954 0 36 0 38 1 20
23 809799 0.00777407 0 36 2 38 3 20
23 810532 0.00778111 0 36 2 38 3 20
23 811203 0.00778755 0 36 0 38 1 20
23 811542 0.0077908 0 36 0 38 2 20
23 811564 0.00779101 2 36 0 38 1 20
23 811725 0.00779256 25 36 33 38 11 20
23 812306 0.00779814 1 36 2 38 2 20
23 812610 0.00780106 0 36 2 38 3 20
23 813028 0.00780507 0 36 0 38 1 20
23 813201 0.00780673 4 36 12 38 1 20
23 813669 0.00781122 0 36 0 38 1 20
23 814439 0.00781861 8 36 2 38 7 20
23 814654 0.00782068 0 36 0 38 4 20
23 814725 0.00782136 0 36 2 38 7 20
23 814807 0.00782215 8 36 5 38 1 20
23 814859 0.00782265 1 36 9 38 1 20
23 816318 0.00783665 0 36 2 38 7 20
23 817169 0.00784482 0 36 0 38 1 20
23 817491 0.00784791 35 36 35 38 19 20
23 817997 0.00785277 0 36 0 38 1 20
23 818219 0.0078549 0 36 0 38 9 20
23 818293 0.00785561 0 36 0 38 9 20
23 818577 0.00785834 1 36 3 38 2 20
23 819195 0.00786427 0 36 2 38 3 20
23 819577 0.00786794 21 36 24 38 1 20
23 820089 0.00787285 0 36 0 38 9 20
23 820392 0.00787576 0 36 0 38 9 20
23 820481 0.00787662 0 36 3 38 2 20
23 820776 0.00787945 0 36 0 38 1 20
23 820852 0.00788018 0 36 2 38 3 20
23 820855 0.00788021 0 36 2 38 7 20
23 821060 0.00788218 4 36 4 38 1 20
23 821291 0.00788439 18 36 24 38 1 20
23 821426 0.00788569 12 36 10 38 9 20
23 821655 0.00788789 0 36 0 38 3 20
23 822672 0.00789765 0 36 0 38 1 20
23 823921 0.00790964 0 36 2 38 7 20
23 824137 0.00791172 3 36 0 38 1 20
23 824575 0.00791592 0 36 2 38 4 20
23 824896 0.007919 3 36 0 38 1 20
23 825050 0.00792048 8 36 10 38 8 20
23 825058 0.00792056 0 36 0 38 2 20
23 825556 0.00792534 0 36 0 38 2 20
23 825606 0.00792582 0 36 0 38 2 20
23 826249 0.00793199 0 36 0 38 1 20
23 827003 0.00793923 8 36 10 38 8 20
23 829071 0.00795908 1 36 0 38 1 20
23 829577 0.00796394 26 36 30 38 12 20
23 829629 0.00796444 1 36 0 38 1 20
23 830853 0.00797619 0 36 0 38 3 20
23 830929 0.00797692 0 36 0 38 1 20
23 831046 0.00797804 20 36 29 38 10 20
23 831276 0.00798025 0 36 0 38 3 20
23 831477 0.00798218 31 36 38 38 19 20
23 832046 0.00798764 0 36 0 38 2 20
23 832192 0.00798904 0 36 0 38 3 20
23 832429 0.00799132 1 36 0 38 1 20
23 832740 0.0079943 1 36 0 38 1 20
23 832743 0.00799433 1 36 0 38 1 20
23 832771 0.0079946 35 36 38 38 19 20
23 833106 0.00799782 1 36 0 38 1 20
23 833251 0.00799921 1 36 0 38 1 20
23 833633 0.00800288 0 36 0 38 8 20
23 833986 0.00800627 0 36 0 38 1 20
23 834884 0.00801489 0 36 0 38 8 20
23 835660 0.00802234 0 36 0 38 2 20
23 836583 0.0080312 1 36 0 38 1 20
23 837301 0.00803809 1 36 0 38 1 20
23 837938 0.0080442 1 36 0 38 1 20
23 838318 0.00804785 3 36 3 38 7 20
23 839667 0.0080608 8 36 4 38 7 20
23 840274 0.00806663 1 36 0 38 2 20
23 840322 0.00806709 1 36 0 38 1 20
23 840580 0.00806957 0 36 3 38 3 20
23 840637 0.00807012 1 36 0 38 1 20
23 841022 0.00807381 0 36 0 38 1 20
23 841260 0.0080761 0 36 0 38 3 20
23 841335 0.00807682 27 36 36 38 13 20
23 841437 0.0080778 1 36 0 38 2 20
23 841469 0.0080781 9 36 2 38 7 20
23 841777 0.00808106 9 36 2 38 7 20
23 841916 0.00808239 27 36 36 38 13 20
23 841941 0.00808263 0 36 2 38 1 20
23 842068 0.00808385 9 36 2 38 7 20
23 842314 0.00808621 9 36 2 38 10 20
23 842543 0.00808841 1 36 1 38 1 20
23 842634 0.00808929 26 36 36 38 10 20
23 842747 0.00809037 0 36 0 38 3 20
23 842813 0.008091 26 36 36 38 10 20
23 842828 0.00809115 0 36 2 38 1 20
23 843203 0.00809475 0 36 0 38 2 20
23 843217 0.00809488 0 36 0 38 2 20
23 843518 0.00809777 2 36 1 38 2 20
23 844404 0.00810628 2 36 1 38 2 20
23 845097 0.00811293 5 36 2 38 10 20
23 845969 0.0081213 23 36 28 38 13 20
23 846115 0.0081227 3 36 1 38 5 20
23 846290 0.00812438 30 36 36 38 13 20
23 846976 0.00813097 0 36 0 38 1 20
23 847003 0.00813123 0 36 0 38 1 20
23 847088 0.00813204 31 36 36 38 13 20
23 847406 0.0081351 5 36 2 38 5 20
23 847686 0.00813779 26 36 35 38 15 20
23 847693 0.00813785 1 36 0 38 1 20
23 847696 0.00813788 1 36 0 38 1 20
23 847902 0.00813986 29 36 36 38 15 20
23 848536 0.00814595 0 36 0 38 1 20
23 848919 0.00814962 31 36 36 38 15 20
23 849053 0.00815091 31 36 36 38 15 20
23 849637 0.00815652 32 36 36 38 15 20
23 849871 0.00815876 0 36 0 38 1 20
23 850155 0.00816149 3 36 1 38 5 20
23 850386 0.00816371 33 36 37 38 15 20
23 850412 0.00816396 3 36 1 38 5 20
23 850870 0.00816835 0 36 0 38 4 20
23 851493 0.00817433 0 36 0 38 3 20
23 851547 0.00817485 0 36 0 38 1 20
23 851774 0.00817703 0 36 0 38 5 20
23 851921 0.00817844 33 36 35 38 15 20
23 851924 0.00817847 3 36 3 38 5 20
23 852064 0.00817981 0 36 0 38 4 20
23 852114 0.00818029 1 36 1 38 2 20
23 852134 0.00818049 33 36 35 38 15 20
23 852157 0.00818071 0 36 0 38 1 20
23 852296 0.00818204 0 36 0 38 1 20
23 852432 0.00818335 33 36 35 38 15 20
23 853060 0.00818938 3 36 3 38 5 20
23 853135 0.0081901 3 36 15 38 5 20
23 853317 0.00819184 3 36 3 38 5 20
23 853504 0.00819364 34 36 23 38 15 20
23 853584 0.00819441 1 36 1 38 2 20
23 853771 0.0081962 0 36 0 38 3 20
23 853796 0.00819644 25 36 15 38 14 20
23 854117 0.00819952 2 36 3 38 5 20
23 855190 0.00820982 23 36 19 38 15 20
23 855464 0.00821245 13 36 19 38 5 20
23 855609 0.00821385 19 36 16 38 13 20
23 856002 0.00821762 1 36 5 38 5 20
23 856069 0.00821826 23 36 19 38 15 20
23 856225 0.00821976 2 36 0 38 1 20
23 856561 0.00822299 22 36 16 38 15 20
23 856603 0.00822339 14 36 22 38 5 20
23 856630 0.00822365 22 36 16 38 15 20
23 856767 0.00822496 0 36 0 38 1 20
23 857117 0.00822832 22 36 16 38 15 20
23 857135 0.0082285 1 36 3 38 2 20
23 857168 0.00822881 0 36 2 38 3 20
23 857178 0.00822891 19 36 13 38 13 20
23 857462 0.00823164 14 36 22 38 5 20
23 858785 0.00824434 0 36 0 38 2 20
23 858791 0.00824439 1 36 0 38 1 20
23 859263 0.00824892 1 36 0 38 1 20
23 859388 0.00825012 0 36 0 38 1 20
23 860500 0.0082608 0 36 0 38 4 20
23 860502 0.00826082 15 36 15 38 16 20
23 861078 0.00826635 12 36 16 38 1 20
23 861347 0.00826893 24 36 21 38 19 20
23 861795 0.00827323 12 36 17 38 1 20
23 862653 0.00828147 0 36 0 38 1 20
23 862727 0.00828218 17 36 15 38 16 20
23 863258 0.00828728 0 36 0 38 1 20
23 863530 0.00828989 0 36 0 38 1 20
23 863863 0.00829308 0 36 0 38 2 20
23 865164 0.00830557 0 36 2 38 8 20
23 865333 0.0083072 1 36 0 38 1 20
23 865904 0.00831268 9 36 4 38 1 20
23 867936 0.00833219 23 36 21 38 16 20
23 868257 0.00833527 0 36 2 38 3 20
23 868354 0.0083362 0 36 0 38 1 20
23 869035 0.00834274 3 36 8 38 3 20
23 869141 0.00834375 0 36 8 38 2 20
23 869276 0.00834505 1 36 0 38 1 20
23 870460 0.00835642 9 36 8 38 3 20
23 870920 0.00836083 0 36 2 38 3 20
23 870978 0.00836139 0 36 3 38 4 20
23 871107 0.00836263 12 36 13 38 4 20
23 871569 0.00836706 0 36 0 38 1 20
23 871777 0.00836906 0 36 0 38 1 20
23 872134 0.00837249 14 36 18 38 14 20
23 872218 0.00837329 12 36 11 38 4 20
23 872379 0.00837484 0 36 0 38 2 20
23 872699 0.00837791 0 36 0 38 1 20
23 872773 0.00837862 0 36 0 38 2 20
23 873004 0.00838084 7 36 19 38 4 20
23 873113 0.00838188 0 36 0 38 2 20
23 873161 0.00838235 2 36 8 38 3 20
23 873186 0.00838259 2 36 8 38 3 20
23 873782 0.00838831 1 36 0 38 1 20
23 874174 0.00839207 24 36 23 38 16 20
23 874258 0.00839288 0 36 0 38 1 20
23 875020 0.00840019 0 36 0 38 2 20
23 875025 0.00840024 0 36 0 38 1 20
23 875135 0.0084013 0 36 0 38 1 20
23 876582 0.00841519 6 36 0 38 1 20
23 876647 0.00841581 0 36 0 38 2 20
23 876667 0.008416 6 36 0 38 1 20
23 877474 0.00842375 20 36 26 38 19 20
23 877632 0.00842527 0 36 11 38 2 20
23 877951 0.00842833 0 36 0 38 1 20
23 878676 0.00843529 0 36 0 38 1 20
23 879012 0.00843852 21 36 24 38 16 20
23 879354 0.0084418 21 36 24 38 16 20
23 879431 0.00844254 0 36 0 38 4 20
23 879869 0.00844674 0 36 0 38 6 20
23 880758 0.00845528 0 36 0 38 2 20
23 880774 0.00845543 0 36 0 38 3 20
23 881027 0.00845786 20 36 24 38 16 20
23 881094 0.0084585 0 36 0 38 2 20
23 881421 0.00846164 0 36 0 38 3 20
23 881756 0.00846486 2 36 2 38 1 20
23 882113 0.00846828 0 36 0 38 1 20
23 882186 0.00846899 10 36 10 38 1 20
23 882416 0.00847119 0 36 0 38 1 20
23 882907 0.00847591 1 36 2 38 1 20
23 883773 0.00848422 1 36 2 38 1 20
23 884262 0.00848892 0 36 0 38 2 20
23 885073 0.0084967 17 36 30 38 17 20
23 885775 0.00850344 15 36 28 38 19 20
23 886006 0.00850566 0 36 0 38 1 20
23 887400 0.00851904 0 36 0 38 1 20
23 887782 0.00852271 15 36 28 38 19 20
23 887954 0.00852436 0 36 0 38 1 20
23 888139 0.00852613 0 36 0 38 1 20
23 888944 0.00853386 17 36 30 38 13 20
23 888997 0.00853437 17 36 7 38 7 20
23 890036 0.00854435 0 36 3 38 7 20
23 890071 0.00854468 0 36 0 38 1 20
23 890599 0.00854975 1 36 0 38 1 20
23 890650 0.00855024 1 36 1 38 1 20
23 890748 0.00855118 0 36 0 38 2 20
23 891312 0.0085566 15 36 7 38 7 20
23 891646 0.0085598 0 36 3 38 7 20
23 893017 0.00857296 0 36 0 38 4 20
23 893837 0.00858084 0 36 0 38 2 20
23 893877 0.00858122 5 36 1 38 1 20
23 893953 0.00858195 0 36 1 38 8 20
23 894100 0.00858336 0 36 3 38 5 20
23 894804 0.00859012 0 36 0 38 2 20
23 895108 0.00859304 8 36 0 38 1 20
23 895167 0.0085936 0 36 0 38 1 20
23 895536 0.00859715 0 36 0 38 1 20
23 895722 0.00859893 0 36 0 38 4 20
23 896485 0.00860626 15 36 0 38 1 20
23 896875 0.00861 0 36 0 38 1 20
23 897330 0.00861437 4 36 1 38 1 20
23 897636 0.00861731 0 36 0 38 2 20
23 897804 0.00861892 4 36 2 38 1 20
23 897868 0.00861953 0 36 0 38 2 20
23 898073 0.0086215 0 36 0 38 1 20
23 898394 0.00862458 0 36 0 38 1 20
23 898539 0.00862597 0 36 0 38 2 20
23 899044 0.00863082 1 36 9 38 2 20
23 899989 0.00863989 4 36 0 38 1 20
23 900044 0.00864042 5 36 1 38 4 20
23 900203 0.00864195 31 36 37 38 16 20
23 900329 0.00864316 31 36 37 38 16 20
23 900558 0.00864536 0 36 0 38 1 20
23 900599 0.00864575 1 36 9 38 2 20
23 900722 0.00864693 4 36 1 38 1 20
23 900878 0.00864843 5 36 1 38 4 20
23 900932 0.00864895 1 36 0 38 3 20
23 902014 0.00865933 0 36 4 38 4 20
23 902119 0.00866034 0 36 0 38 2 20
23 902186 0.00866099 0 36 0 38 2 20
23 902383 0.00866288 0 36 0 38 2 20
23 902443 0.00866345 6 36 0 38 3 20
23 903185 0.00867058 26 36 38 38 13 20
23 903453 0.00867315 14 36 0 38 7 20
23 903963 0.00867804 15 36 21 38 13 20
23 903992 0.00867832 22 36 38 38 13 20
23 904321 0.00868148 4 36 0 38 1 20
